,215711,28,205,标致,15045351621594c1,15044950fd703421
,428983,84,1125,东风风行,,
,424619,31,861,丰田,,
,226064,31,815,丰田,15044904dfd23691,15046704cfbd39b1
,229403,131,20147,长安,1504120a43285cc1,1504900a1820a081
,409890,9,25,奇瑞,1504780c3485a2b1,1504450b602ea681
,316479,29,578,现代,,15047810487dbde1
,421549,31,282,丰田,15047614ce5c15d1,150449148a3d00d1
,406035,110,978,MG,15044713a439b331,1.50E+15
,421581,30,261,沃尔沃,150452193b909161,15045618e86f0761
,84632,4,7,三菱,1504901a85bfb481,1504531a4d497db1
,59394,0,0,,1504241af9f3c411,1504551aeadbc9f1
,407856,31,282,丰田,1504301b25f1e9f1,1504261b013f4c91
,298130,1,1135,大众,1504871bbc670611,1504371b91b25d41
,344844,0,0,,1504151cb6850511,1504411c7d149841
,243176,84,1125,东风风行,1504191e85157c51,1504431e4d98ec91
,420579,53,430,福特,1504412b738dbdb1,1504392b47da3941
,425509,79,762,五菱,1504532618a3d201,15042925e2f191e1
,239223,49,338,比亚迪,150453258f6bab41,150447252843c371
,427641,0,0,,15042426b270f561,15044426786e1d81
,430198,18,2567,雪佛兰,150461270b329121,1504852683cc0e91
,323031,12,64,日产,15044029e5713811,150450295c38fe31
,176670,131,1132,长安,1504592a6e637121,1504352a4c924081
,426084,51,1184,江淮,1504682f49caafb1,1504922fa5763711
,424373,26,246,雪铁龙,1504962ee6b32191,1504442e1b868031
,406857,16,103,别克,,
,336884,1,426,大众,150487302dafb5d1,150452300477c291
,220338,1,22,大众,150439385f808b81,15047437cb211ca1
,428760,1148,2377,东风小康,15043037500fe571,15049434d7892b61
,103016,38,245,东南,1504583795d54741,150488376e03ff11
,429646,29,665,现代,1504793aa2de4191,1504173a6c263f41
,403848,53,427,福特,1504873e31c604f1,1504243d1e212de1
,431063,84,1124,东风风行,1504383c2346a221,1504983bd89488e1
,425389,18,2569,雪佛兰,1504513e6462f8b1,1504223e36571491
,429693,1,20,大众,1504933e9141f0c1,1504193e4644c701
,421174,16,106,别克,15049745752bcf11,150467449fb49621
,231331,1,20,大众,15045352ce4b66e1,15047951e22a3531
,423263,18,125,雪佛兰,1504194b559c0c41,1504654b27da9e81
,338561,13,2574,马自达,1504924b60c2c921,1504774b113c3611
,391840,0,0,,1504295ab9cedbc1,1504715a81522981
,322936,0,0,,1504155ac0653551,1504675a89d68481
,422919,12,60,日产,1504195c24b36eb1,1504455ba3bc8471
,431227,18,126,雪佛兰,1504875c93cc6451,1504155c24394311
,417981,28,203,标致,1504475d981e3211,1504215d6db208e1
,431246,31,861,丰田,15047465721fb331,1.50E+15
,105376,29,667,现代,1504315fb271dae1,1504875f765c9b71
,365130,40,502,东风风神,15043563730d9431,150455633d6111d1
,428558,12,55,日产,1504356584c5b1a1,1504606512234ff1
,197291,84,1120,东风风行,,
,425161,27,191,本田,15042766e3cd9c21,15041166ae1e1311
,187379,22,156,荣威,1504636dadee18a1,1504536e25b67bb1
,431193,53,1340,福特,1504836f897845f1,
,424520,131,20147,长安,1504586f479ba281,1504176eff46c4e1
,352744,12,55,日产,15041571fbaf0951,15043888d26be761
,406649,26,190,雪铁龙,1504517443304b91,15044373b88763e1
,239463,49,358,比亚迪,15046276dbb87dc1,15041676afc6e061
,415326,27,609,本田,15045879dd4b70e1,15044879aa0bcad1
,426229,26,186,雪铁龙,15041780f4da0221,15046180ac7a5421
,401201,12,64,日产,15044582af51d3b1,15043082cadc6bf1
,374860,26,2571,雪铁龙,15046585d18c9531,1504688568f13b01
,429688,110,979,MG,15044488737e4d41,150428883dc64761
,419856,16,103,别克,15049488ac9c1e01,150473886a6786e1
,428411,26,190,雪铁龙,15046889cbbd94a1,1504948936a03981
,430234,96,2357,Smart,1504788c0d711f21,1504638bc99700d1
,232795,10,62,斯柯达,1504358db04c8fa1,1504588d4951f9e1
,422095,132,1121,长安商用,1504138fd6e2d2e1,1504858f6b648f81
,405835,18,2567,雪佛兰,150441956dc26841,150473952b29c991
,424997,131,20147,长安,150446ae5557f441,150442ae1632b7f1
,361251,15,96,宝马,150481526d0c4021,150469522c1ca671
,428883,12,2458,日产,1504175acb6f0781,1504395a9343ac51
,424736,29,667,现代,1504125d9e5d2941,1504335d61438f71
,430120,49,358,比亚迪,1504865fd59773f1,1504765f7a386f11
,379316,1,48,大众,150480629e507051,15045760e7d54591
,411194,26,190,雪铁龙,,
,424507,13,1025,马自达,15041493fd506fb1,15047593a61a5461
,429232,12,64,日产,150433682b968041,15042467b6804121
,428651,12,61,日产,15049468c21650d1,15041068a3b8ff91
,429565,31,861,丰田,1504506d31d33861,1504436c7f6e9be1
,425702,0,0,,,
,427733,1,52,大众,1504256f300e8e01,1504576ef0e43851
,122195,74,710,雷诺,150424721d5eb291,15041770e5062431
,399833,18,2569,雪佛兰,150410711adfcbd1,15047770c4284a01
,432175,21,144,起亚,15044971ad1a03c1,150498717096bff1
,431067,16,106,别克,,
,10674,29,578,现代,,
,430007,44,273,哈弗,15047386ec49eea1,15044986c69fd781
,424764,12,55,日产,1504767d356ecfa1,1504387c5e4c9061
,432211,12,63,日产,1504957c34a6a821,1504317bb17fbe31
,421975,18,123,雪佛兰,15047480fc6c4d71,15046380c4829721
,402609,10,62,斯柯达,1504317f4ec8c6e1,1504737f11d5f951
,428515,1,1135,大众,1504738a802bb841,1504648a4d79f931
,427785,13,2575,马自达,1504967ffd793c81,1504847fc6592191
,429208,27,583,本田,1.50E+63,1504788308618be1
,428380,28,203,标致,15044984af9624a1,1504868349245f11
,367697,13,81,马自达,150423869b5ee311,150453863f0c0821
,149672,9,44,奇瑞,1504858878cd2dc1,1504468843788b41
,413099,114,993,北汽幻速,15046987f56a98d1,150469874b4a9f91
,423315,9,1348,奇瑞,150497894890ba81,15044388da0338a1
,400306,32,220,吉利,1504438c730f8dc1,1504198cb24c6df1
,160646,49,352,比亚迪,,
,177710,89,806,广汽传祺,1504239537bc3d51,150498949de541b1
,231902,26,190,雪铁龙,15042195efcab991,150482958e347561
,410102,21,139,起亚,150415a6c4ba9f61,150439a7fe06af31
,419863,31,815,丰田,1504379ef7c15ec1,1504979eb41d6111
,429238,1,49,大众,150479a10e6e2681,150412a0b3b3fe51
,429342,107,1154,一汽,150434a11dda5da1,150411a0cac4a371
,427606,27,508,本田,150498a4b16ba191,150465a427709b01
,430399,46,321,长城,150470aee51c0031,150444aeb5a0ea71
,196760,18,2569,雪佛兰,150459a3e17aca81,150495a3a5c4cd11
,430504,53,425,福特,150493a6a09b3391,150475a668aafe41
,431204,1,20,大众,150488a80f349a71,150458a7bb979141
,429507,31,861,丰田,150427a65e4a4641,150480a62ab8b631
,417113,32,20191,吉利,150444aa3364d011,150412a9ef6ac811
,427277,49,347,比亚迪,,150436ac439b99e1
,429134,27,583,本田,150457afad68c1b1,150456aee63dd631
,432397,12,64,日产,150427b3b350b3a1,150480b38a8f7e01
,423736,16,107,别克,150411b38b13c921,150447b34c1d0a81
,285466,79,762,五菱,150469b3aacd1fd1,150487b35dd4f681
,425486,27,194,本田,150464ce7ca164e1,150430ce586216e1
,418792,1,17,大众,150451bcd7000c41,150492bca372f281
,203233,53,436,福特,,
,406799,49,338,比亚迪,150424b9ada8bef1,150492b9f05ae391
,77663,18,126,雪佛兰,150449bba926e761,150419bbe05e4d31
,414535,26,2573,雪铁龙,150444bb130e7421,150449bae1dd69a1
,259128,51,415,江淮,150492bad2d57851,150444ba70a18421
,432441,49,358,比亚迪,150419c3ad4a1581,150468c364cb6231
,431403,51,415,江淮,150437bdb9d20761,150416bd6ebd9571
,409661,0,0,,150440c07b2770b1,150456c03e983711
,432523,16,103,别克,150424c3f913e911,150451c3d68085a1
,418069,1,49,大众,150412c6da52c381,150466c6717efee1
,422283,18,126,雪佛兰,150431cc3be7b781,150484ccbb925301
,420866,73,1334,铃木,150490d782bdd011,150493cda891abd1
,28260,31,815,丰田,150413d47babda51,150450d4523464b1
,425859,73,697,铃木,150474d0cd8d5511,150437d022d9e6d1
,416252,73,696,铃木,150433d255054551,150449d2069915e1
,301195,18,126,雪佛兰,150459d6f93f5911,150441d7c4f420c1
,430675,72,688,金杯,150467d7e0450d31,150483d7bc6c5221
,61348,29,662,现代,150499d68ed5d1a1,150460d659963a61
,223695,44,273,哈弗,,
,232658,1,16,大众,150463e3b2579971,150472e348e66f71
,426555,18,2567,雪佛兰,150451e4a6ee9191,150424e43c6b2d21
,431652,0,0,,150421e419c10d51,150419e46632cb21
,425528,31,225,丰田,150482ed83230d31,150480edc501b6b1
,339373,49,352,比亚迪,,
,429895,31,228,丰田,150499f1338df5f1,150496f0e0b5a381
,27212,38,244,东南,150430f20c44f041,150432f1f0270731
,428355,11,989,奥迪,150458047b743961,150442037f21b8c1
,426622,1,51,大众,1504749b927a3121,1504399bc8680121
,428155,4,7,三菱,150485a8acb49e21,150464a87a3ad911
,427953,1,22,大众,150488abb0874471,150433abf0abac81
,427735,51,420,江淮,150435ad07caa4c1,150464acb8c5e9e1
,424888,27,633,本田,,
,366313,16,106,别克,150463b59631a5d1,150444b54e46e891
,412071,22,155,荣威,150488b5fdacc0a1,150449b5ccae3dc1
,426418,26,2573,雪铁龙,150437ba525c0e31,150479ba01b421f1
,420436,9,44,奇瑞,150443ba7d9e9d21,150466baa709f111
,428817,49,358,比亚迪,150430ba37f2b2a1,150497b94ea09e21
,424409,27,508,本田,150430bac91443d1,150465bb14c49461
,236169,27,633,本田,150492bb3376b1c1,150473bb5071baa1
,425322,9,1348,奇瑞,150493baa63f9f11,150495ba5a185af1
,426696,0,0,,150474c79c108631,150412c76fb8e1b1
,351753,18,2567,雪佛兰,150447c159e77b41,150480c11b907431
,413906,18,120,雪佛兰,150495c30f9a6f71,150479c2d2402011
,430037,31,861,丰田,150475c41b16c091,150447c3b7486021
,421989,9,1351,奇瑞,150495c264839bf1,150477d31305ece1
,67436,29,578,现代,150487d7ba1f0ca1,150496d8668b7111
,105466,53,427,福特,150464ce361322f1,150431cdfcdd4f41
,429326,1,22,大众,150443c8157a46d1,150476c7d612e0a1
,427707,10,75,斯柯达,150496c9ade3aa11,150438ca17a05561
,421857,32,212,吉利,150469cae57f8171,150461cabebe7aa1
,223903,29,580,现代,150476cbd9650301,150436cbfa797571
,409793,73,914,铃木,150487ca1a7ba0b1,150480ca56136971
,426022,28,204,标致,150417cb95c04f01,150491cb5987f781
,431356,13,209,马自达,150437cee2b81ce1,150425ce7c6c4cc1
,418116,131,1102,长安,150484cda55df361,150467cd77b4a4b1
,428589,16,1335,别克,150422cde142dcc1,150444cd9304d511
,243353,11,989,奥迪,,
,314378,57,498,启辰,150497d030132591,150425cf5894bb31
,431145,27,583,本田,,
,417288,132,1118,长安商用,150470d2032f39b1,150425d21a9d6411
,429035,29,665,现代,150487d3a45e1d81,150436d37d5438f1
,323553,31,20054,丰田,150494d777336801,150468d746638511
,405089,9,1349,奇瑞,150482d9496ed411,150479d913823251
,423097,13,209,马自达,150499dac7a95351,150479da7a8d2781
,321791,74,710,雷诺,150430e5620d08f1,150448e59a5888d1
,114980,29,1191,现代,150440e3ed9ceb01,
,429847,21,143,起亚,150481e24e3ceed1,150416e1ef6be711
,278122,29,578,现代,150483e2b08f8521,150481e27d7e4571
,424397,32,20191,吉利,150415e3cc4cb631,150456e38db43981
,245883,16,106,别克,150447e7c7b809f1,150462e727822f21
,400734,0,0,,150446e98cbfecb1,150428e96110b761
,405974,44,273,哈弗,150477e7a5f21751,150480e75ebd13d1
,431871,1,17,大众,150430e80c908c91,150475ead1b16101
,432595,12,60,日产,150480ed41d53f41,150463ecf2a02901
,429553,49,352,比亚迪,,
,427048,53,1339,福特,150435ee91e9cc71,150489ee6e4776c1
,217962,21,139,起亚,150437ec52cad291,150419ec78f15d31
,392297,15,20027,宝马,150413ec9b0cb1c1,150472fecf235c51
,430533,44,279,哈弗,150474eebf7ff081,150467ee6ce80211
,135989,12,55,日产,150470efd66506e1,150453efbbb4ebb1
,160717,12,56,日产,150474f04f27f991,150446f06d8ed751
,431285,27,192,本田,,
,414633,16,103,别克,150497f78adc0001,150410f7528d7af1
,410514,0,0,,150423f97a4e72b1,150485f939aa9e01
,410596,16,106,别克,1508357018e3b8e1,15089970084b4021
,431724,16,103,别克,150416fdfd2cf711,150415fda2dc9ee1
,426344,10,75,斯柯达,150496f9d190ecd1,150462f980e98741
,426872,131,1147,长安,150421fced08c3f1,150496fca21ce561
,415790,31,1308,丰田,1504720239ab6981,15041501dc6a97d1
,149248,51,1184,江淮,15046505303b4011,150413048dd43331
,420886,18,125,雪佛兰,1504920656cf0591,1.50E+15
,430368,131,20147,长安,,
,405722,115,1000,北汽威旺,15047507682ad481,15047107f90a3761
,416864,51,396,江淮,150464082897dab1,150419074c876431
,427429,18,2567,雪佛兰,1504280c1b977841,1504770bb311f611
,431005,103,908,上汽大通,1504420ad05891a1,1504680ab17d0bc1
,425188,29,1191,现代,,1504310c6dc1c7c1
,425679,84,1125,东风风行,1504190ff5c28081,1504760fb0b102c1
,423161,54,471,海马,1504890f075e5891,1504730e95e39301
,428435,1,1,大众,150489134d441681,150422130a4eae61
,425522,31,282,丰田,15046617bfd3c871,150495180a00f621
,407281,53,1340,福特,15042213d4ef7091,150462138aa19c11
,428409,18,121,雪佛兰,15047217ad286fa1,15041416e2504711
,424889,49,338,比亚迪,1504291d0b1a7fe1,1504791ce8ae7781
,151068,29,578,现代,15042927849ad991,1.50E+15
,430320,1148,2376,东风小康,1504232fc51338a1,1504693028a8db11
,427356,41,514,力帆,15046833f5cbff21,15041333d5608541
,150771,12,63,日产,1504522fcd8f3791,15048630220f1351
,426463,13,81,马自达,15049132b49b5631,15043931b27c8801
,423327,16,2403,别克,150427de22c40221,150434dd4d64c661
,423483,16,106,别克,150444f03deaf461,
,426529,16,1335,别克,,
,420381,31,861,丰田,150459fdaa0db431,150444fd724c3401
,430649,0,0,,1504690250da2891,1504200131916c21
,429551,120,1019,大发,150486027a4e7441,1504120261adaa61
,423970,115,1000,北汽威旺,15046307a2980261,1504200773cc24d1
,415809,28,204,标致,1.50E+15,15044614d55e69a1
,336353,21,143,起亚,150469080a56d601,15044207709905d1
,424387,27,1078,本田,1504710b1db92081,1504860af698ed31
,428550,84,1120,东风风行,15049509d5e1ff61,15046709acb6c2b1
,426277,49,349,比亚迪,1504590ca2a46991,1504700bc5927431
,428740,81,755,菲亚特,1504710bc7875cb1,1504340b12357141
,431527,0,0,,15041113b9b3dee1,1504790d71c89b91
,409478,12,59,日产,1504280d003e3ff1,1504160cdbcb0971
,421789,22,156,荣威,1.50E+15,1504353837a80011
,81682,57,498,启辰,1504960fa06ea111,150445109e0900f1
,431002,53,1340,福特,1504880df1372661,1504550dabacab41
,366382,22,156,荣威,1504670ebbdc5581,1504150e69e115c1
,424869,26,190,雪铁龙,15049611346c4921,1504291292c9f911
,408535,29,665,现代,15043210d4e9b661,15044611071da311
,424456,1,17,大众,15045711f0a6fde1,150472122555c3e1
,431656,11,989,奥迪,15043213283d9c71,15045412b20985e1
,420761,29,665,现代,15042113304f1c51,15047312fba28f61
,219660,29,556,现代,150431150d6b8941,15041114e15522d1
,364030,44,279,哈弗,,
,424735,12,60,日产,150495163969ad71,1504281613b1cef1
,426587,18,2567,雪佛兰,150450175c43b2f1,150476173e47c411
,27104,59,1131,中华,1504821e0609c141,15043517ce9aaac1
,190199,12,55,日产,15049218fee0a001,150454189d5c9ad1
,429490,31,861,丰田,1504941bbd82dcd1,1504871b6e9362f1
,426407,21,2503,起亚,150445291a04cde1,1504242861b93cb1
,434752,53,431,福特,1504501f384e14c1,1504401e4e09a6f1
,429013,132,2535,长安商用,,
,428451,15,20027,宝马,150429222922b7c1,15043621e7530d01
,424573,9,1348,奇瑞,15048023a0df15c1,150492236654ce71
,425369,73,1334,铃木,150493257b3347f1,15049524eb08dfa1
,426604,12,58,日产,1504682591e761b1,15042225599f9e01
,430060,19,133,Jeep,15042026a203c001,15049225c2d09741
,419399,16,101,别克,,
,424143,28,203,标致,1504322d35665cb1,1504282ced5c8661
,427001,41,509,力帆,1504712b4d8e1ca1,1504322b34e358d1
,434826,53,431,福特,1504132d53a9f201,1504552d237398f1
,419162,28,202,标致,15047831b3e97291,150452315a69e2f1
,398795,79,2387,五菱,1504282fb5eb3061,1504882f53629d51
,191705,46,317,长城,,
,428385,31,815,丰田,15044338e89c8861,1504983618684a81
,433853,9,34,奇瑞,,
,402012,27,508,本田,15047737fcf00ff1,150478378d217ea1
,423184,10,62,斯柯达,1504753ef4872fa1,1504383f1f2e43d1
,424341,16,103,别克,1504153a0899dfa1,15046139da299da1
,238291,16,108,别克,150479397a2dfad1,1.50E+83
,429317,53,431,福特,1504823c3c19aa61,1504393bad6100a1
,424303,16,104,别克,1504424f35501d31,1504875029e04971
,422535,31,282,丰田,1504503e52155bf1,1504983de706f971
,428003,31,815,丰田,1504863e28e13dc1,1504143e07158c31
,413565,31,858,丰田,1504846d00b57ab1,1504266cdadfed71
,433336,27,596,本田,15044440d681c041,1504643f297b5e41
,428389,21,140,起亚,15048347690d1fb1,15048646d7aeec91
,426205,0,0,,,1504144926d345f1
,314353,46,326,长城,1.50E+15,15049045e59df701
